alpha_left,alpha_right,beta_left,beta_right,theta,frontal_asymmetry,beta_alpha_ratio,engagement_index,happiness_index,sadness_index,anxiety_stress_index,true_valence,true_arousal,emotion_label,stress_binary
13.863546190448442,12.63158082594255,17.842988654914684,20.049433753095144,16.843880480746375,-0.09306272603642896,1.4301657200800733,0.8743260308975166,51.91507821547224,42.78153643302637,45.8964905199597,0.5479120971119267,0.7160999706587471,happy_excited,0
14.065860233949985,17.233236862428193,16.44488835227335,13.5696064607576,20.208970796140726,0.20308929351532345,0.9589572095517134,0.5827144375840643,53.08544451501449,48.17789897262354,29.837341866859386,-0.12224312049589536,0.35711559589661857,sad_low_energy,0
11.842040895426333,10.107168977400939,21.371696506793572,22.197999458190072,16.322723331416686,-0.15841101572469274,1.9850234344390751,1.1384242267686708,50.22627282393072,42.56466621336474,68.72594414914101,0.7171958398227649,0.8518678557465443,happy_excited,0
17.231939714241754,16.765565313514493,15.168252057308209,14.607677156854436,22.1062717841229,-0.027437522717399077,0.8758268934691819,0.5307294964116931,43.76048251479547,51.81016010015491,21.432617728783697,0.3947360581187278,0.24097716026311733,calm_content,0
12.612941148515599,15.013351750708717,18.52202690470438,21.643713274160778,22.422231249452366,0.1742165597416636,1.45389540049338,0.8025359560962632,54.63733026822105,51.050772795970786,54.804970673869974,-0.8116453042247009,0.5383934900866247,stressed_anxious,1
20.56451438119124,17.262821887126957,12.588197368584318,13.407251989946552,18.756310355526935,-0.17501182238154867,0.687213320391873,0.45941629621969304,40.57990275819912,52.73461374994836,8.276291858303667,0.9512447032735118,0.18413921714918247,calm_content,0
18.310260048792706,13.964881256350171,15.885954388444985,17.834434399631157,19.787415451875724,-0.2709158647267964,1.0447789668608816,0.647689834854879,40.05778853518066,50.78630989619662,30.908935942249514,0.5222794039807059,0.495300616385842,calm_content,0
17.90221717742177,19.070500458257097,14.719028998117174,17.890467040279322,20.062688021917054,0.06321809265414169,0.8819880745506293,0.5717412835487319,49.58813895941113,48.38658318188784,14.873288617565414,0.5721286105539076,0.1524665089783862,calm_content,0
16.314935410682978,20.96992230988498,12.801032227365843,14.036186587467206,24.285574283144463,0.2510081689392636,0.7197886878358254,0.435878358190095,52.182064896428386,52.48088281625768,16.3799389878343,-0.7437727346489083,0.16157862437152193,sad_low_energy,0
12.60413295766926,13.325080531266403,14.486789734046049,18.510566663139745,19.732671785420532,0.05562324096936777,1.2725938027879713,0.7226455105592667,51.29070303709698,47.47231360157772,48.16648091969272,-0.09922812420886573,0.6122233770420157,stressed_anxious,1
15.323756321385499,19.37497673759051,15.82202220232408,13.368506413372305,22.654399151931454,0.23457804964912032,0.8412563238571981,0.5089613677654542,53.947524143987074,49.784071583162266,21.9547546907502,-0.25840395153483753,0.26378604217576673,sad_low_energy,0
20.09792491368341,13.496377431158828,12.307174114790717,16.153965597707348,18.469514558110742,-0.39819526060789956,0.8472013920797414,0.5466587239569789,35.484437476786695,59.11130098206611,13.901075078021327,0.8535299776972036,0.1723672265642473,calm_content,0
11.279553968396144,12.443127912275987,22.74220091831667,20.30284472219393,15.243401706021626,0.09817679211962682,1.8145100902601243,1.1046798055735254,61.133584887263616,35.79996716432683,70.71376390889084,0.2877302401613291,0.9297682501350731,happy_excited,0
18.684451129183365,16.672786706216574,14.553667881968007,13.105116483264737,21.693312693497486,-0.11391383583189851,0.7822665473472182,0.4848118748866924,39.98890402758917,53.82873546413976,12.440357216561324,0.64552322654166,0.04300325074005107,calm_content,0
